KP_lab_id	KP_NCBI_id	blastn_length	KP_lab_length	KP_NCBI_length	covrage(%)
CPB0257	MG770379.1	135008	156395	156801	86.21310616993831
CPB0257	NC_047932.1	135008	156395	156801	86.21310616993831
CPB0659	MT682065.1	37274	42964	43508	86.21056526968268
CPB0244	MW042811.1	34802	40590	40148	86.20971537565954
CPB0178	MG552615.1	42895	49267	50249	86.20724305639294
CPB0178	NC_047907.1	42895	49267	50249	86.20724305639294
CPB0268	MG552615.1	42895	49267	50249	86.20724305639294
CPB0268	NC_047907.1	42895	49267	50249	86.20724305639294
CPB0659	MN116494.1	37429	42964	43872	86.20618176793036
CPB0177	MZ428225.1	42501	48921	49684	86.20455352162669
CPB0877	MK380015.1	35168	40195	41397	86.20452985586822
CPB0907	MZ571832.1	34959	40764	40344	86.20358041130345
CPB0914	MZ571832.1	34959	40764	40344	86.20358041130345
CPB0906	MT380195.1	91994	100263	113172	86.20329374282568
CPB0479	GQ413937.1	35381	40972	41119	86.19946157313225
CPB0479	NC_013647.1	35381	40972	41119	86.19946157313225
CPB0918	MT813141.1	34705	40301	40222	86.19897420612745
CPB0275	MG835858.1	50909	58912	59214	86.19440258706804
CPB0275	NC_052987.1	50909	58912	59214	86.19440258706804
CPB0249	KX591654.1	34922	40266	40765	86.19417260060965
CPB0249	NC_047771.1	34922	40266	40765	86.19417260060965
CPB0209	MN013076.1	43152	47262	52866	86.19367209971237
CPB0209	MW021765.1	43152	47262	52866	86.19367209971237
CPB0209	NC_049834.1	43152	47262	52866	86.19367209971237
CPB0246	MZ602146.1	37275	43818	42674	86.19294269990289
CPB0907	MW042809.1	34989	40764	40427	86.18935596309936
CPB0914	MW042809.1	34989	40764	40427	86.18935596309936
CPB0212	MW722081.1	43439	49167	51632	86.18934711653885
CPB0223	MT813141.1	35169	41387	40222	86.18902326949234
CPB0907	MW042810.1	34989	40764	40428	86.18829441324269
CPB0914	MW042810.1	34989	40764	40428	86.18829441324269
CPB0258	MG770379.1	135011	156498	156801	86.18667790194033
CPB0258	NC_047932.1	135011	156498	156801	86.18667790194033
CPB0209	MZ634351.1	42748	47262	51939	86.18461507444482
CPB0507	MW042805.1	34719	40805	39770	86.17809494260005
CPB0500	MW042805.1	34718	40803	39770	86.17775185235749
CPB0507	MW042803.1	35041	40805	40518	86.17734220331272
CPB0500	MW042803.1	35039	40803	40518	86.17454286100761
CPB0415	KX237515.1	44117	51292	51099	86.1735894756375
CPB0415	NC_047784.1	44117	51292	51099	86.1735894756375
CPB0260	MT425185.1	34729	38789	41816	86.17083307487128
CPB0209	MZ598515.1	42196	47262	50675	86.16968050889858
CPB0261	MT425185.1	34728	38789	41816	86.16835183921593
CPB0249	OL409034.1	34988	40266	40946	86.16460621583018
CPB0249	KX712070.1	34750	40266	40395	86.16307757156495
CPB0249	NC_047772.1	34750	40266	40395	86.16307757156495
CPB0462	KY389316.1	34954	40972	40163	86.16256855857522
CPB0462	NC_047799.1	34954	40972	40163	86.16256855857522
CPB0463	KY389316.1	34954	40972	40163	86.16256855857522
CPB0463	NC_047799.1	34954	40972	40163	86.16256855857522
CPB0464	KY389316.1	34954	40972	40163	86.16256855857522
CPB0464	NC_047799.1	34954	40972	40163	86.16256855857522
CPB0472	KY389316.1	34954	40972	40163	86.16256855857522
CPB0472	NC_047799.1	34954	40972	40163	86.16256855857522
CPB0479	KY389316.1	34954	40972	40163	86.16256855857522
CPB0479	NC_047799.1	34954	40972	40163	86.16256855857522
CPB0239	MZ602146.1	37178	43626	42674	86.15990730011588
CPB0455	AB797215.1	138347	161166	159991	86.15536949217983
CPB0455	NC_022343.1	138347	161166	159991	86.15536949217983
CPB0195	KY652723.1	35096	40868	40605	86.15369508917064
CPB0195	NC_047780.1	35096	40868	40605	86.15369508917064
CPB0231	KY652723.1	35096	40868	40605	86.15369508917064
CPB0231	NC_047780.1	35096	40868	40605	86.15369508917064
CPB0651	OM194188.1	34705	39869	40699	86.1508291132956
CPB0509	MK795385.1	34713	39842	40746	86.1493026257011
CPB0463	KY389315.1	35359	40972	41116	86.1490108176591
CPB0463	NC_047798.1	35359	40972	41116	86.1490108176591
CPB0464	KY389315.1	35359	40972	41116	86.1490108176591
CPB0464	NC_047798.1	35359	40972	41116	86.1490108176591
CPB0163	MZ634348.1	43984	50476	51637	86.14769911764418
CPB0233	MK618658.1	34801	40196	40599	86.1464199517297
CPB0233	NC_048175.1	34801	40196	40599	86.1464199517297
CPB0463	OK138556.1	35011	40972	40314	86.14275520999927
CPB0464	OK138556.1	35011	40972	40314	86.14275520999927
CPB0472	OK138556.1	35011	40972	40314	86.14275520999927
CPB0256	MZ634346.1	43054	49504	50457	86.14159522213663
CPB0482	MK795385.1	34709	39843	40746	86.13830671679757
CPB0483	MK795385.1	34709	39843	40746	86.13830671679757
CPB0462	GQ413937.1	35354	40972	41119	86.13368091508204
CPB0462	NC_013647.1	35354	40972	41119	86.13368091508204
CPB0233	MH172261.1	34811	40196	40635	86.13279558585197
CPB0233	NC_047968.1	34811	40196	40635	86.13279558585197
CPB0877	MZ398245.2	35132	40195	41384	86.13000894838132
CPB0509	MK380015.1	34985	39842	41397	86.12858356208226
CPB0482	MK380015.1	34985	39843	41397	86.12752338749384
CPB0483	MK380015.1	34985	39843	41397	86.12752338749384
CPB0239	OL362279.1	37101	43626	42528	86.1271676300578
CPB0165	MF285615.1	35084	41424	40048	86.12529457973291
CPB0165	NC_047842.1	35084	41424	40048	86.12529457973291
CPB0233	KX591654.1	34863	40196	40765	86.12294808611554
CPB0233	NC_047771.1	34863	40196	40765	86.12294808611554
CPB0906	MW713578.1	91765	100263	112841	86.12226893910955
CPB0189	MZ398021.1	60748	93742	47333	86.12156654261918
CPB0465	KX237514.1	38008	43643	44623	86.12149638592437
CPB0465	NC_047783.1	38008	43643	44623	86.12149638592437
CPB0517	MZ598515.1	43330	49954	50675	86.1183157936579
CPB0414	MN380459.1	37415	43566	43329	86.11542666436503
CPB0651	MN149903.1	34859	39869	41092	86.11306678524228
CPB0907	MW042803.1	34997	40764	40518	86.11254644324696
CPB0914	MW042803.1	34997	40764	40518	86.11254644324696
CPB0159	OK655936.1	42958	49525	50247	86.11233612636812
CPB0888	MT542697.1	35119	40692	40877	86.10869325356447
CPB0472	KY389315.1	35342	40972	41116	86.10759185264594
CPB0472	NC_047798.1	35342	40972	41116	86.10759185264594
CPB0265	MG428991.1	136418	157226	159631	86.10698201396845
CPB0265	NC_047900.1	136418	157226	159631	86.10698201396845
CPB0259	MW042805.1	34629	40665	39770	86.10430782619505
CPB0871	ON148529.1	35167	41350	40337	86.10182770820326
CPB0194	KR149291.1	35545	40868	41698	86.10081631664366
CPB0194	NC_028800.1	35545	40868	41698	86.10081631664366
CPB0195	KR149291.1	35545	40868	41698	86.10081631664366
CPB0195	NC_028800.1	35545	40868	41698	86.10081631664366
CPB0231	KR149291.1	35545	40868	41698	86.10081631664366
CPB0231	NC_028800.1	35545	40868	41698	86.10081631664366
CPB0651	MW042793.1	34447	39869	40148	86.09920391916718
CPB0651	MW042794.1	34447	39869	40148	86.09920391916718
CPB0651	MW042797.1	34447	39869	40148	86.09920391916718
CPB0512	MN013075.1	45386	50991	54438	86.097752990164
CPB0512	NC_049835.1	45386	50991	54438	86.097752990164
CPB0651	MW042799.1	34446	39869	40148	86.0967044503043
CPB0651	MW042801.1	34446	39869	40148	86.0967044503043
CPB0651	MW042812.1	34446	39869	40148	86.0967044503043
CPB0509	OL799328.1	34659	39842	40671	86.09541316309168
CPB0482	OL799328.1	34659	39843	40671	86.09434384082272
CPB0483	OL799328.1	34659	39843	40671	86.09434384082272
CPB0249	MW042810.1	34736	40266	40428	86.09314199320892
CPB0651	MW042811.1	34444	39869	40148	86.09170551257857
CPB0187	KR149291.1	35230	40145	41698	86.09166330657479
CPB0187	NC_028800.1	35230	40145	41698	86.09166330657479
CPB0420	MW042792.1	33777	37794	40675	86.09004829932839
CPB0178	OM938992.1	42280	49267	48957	86.08893956670467
CPB0268	OM938992.1	42280	49267	48957	86.08893956670467
CPB0664	KY385423.1	37666	43412	44094	86.08781112152309
CPB0664	NC_047811.1	37666	43412	44094	86.08781112152309
CPB0159	MK521904.1	43003	49525	50381	86.08692170640401
CPB0159	NC_049840.1	43003	49525	50381	86.08692170640401
CPB0229	MW042806.1	34524	40416	39792	86.08617594254937
CPB0888	MW042810.1	34916	40692	40428	86.08481262327416
CPB0506	KY652724.1	35309	40701	41335	86.08172022039105
CPB0506	NC_047782.1	35309	40701	41335	86.08172022039105
CPB0264	MG428991.1	136419	157326	159631	86.08044624349675
CPB0264	NC_047900.1	136419	157326	159631	86.08044624349675
CPB0888	MW042809.1	34912	40692	40427	86.07601178515513
CPB0186	MT682065.1	36959	42368	43508	86.07527132144021
CPB0164	MT542697.1	34596	39509	40877	86.0746896225711
CPB0420	MT966872.1	33198	37794	39345	86.07319254851632
CPB0195	MW042810.1	34987	40868	40428	86.07311552843927
CPB0231	MW042810.1	34987	40868	40428	86.07311552843927
CPB0195	MW042809.1	34986	40868	40427	86.07171412756011
CPB0231	MW042809.1	34986	40868	40427	86.07171412756011
CPB0274	OK138556.1	34950	40899	40314	86.06996416829817
CPB0651	MW042790.1	34435	39869	40148	86.06921029281278
CPB0233	OM194189.1	34678	40196	40386	86.06884912263286
CPB0194	KY389316.1	34871	40868	40163	86.06829485011909
CPB0194	NC_047799.1	34871	40868	40163	86.06829485011909
CPB0195	KY389316.1	34871	40868	40163	86.06829485011909
CPB0195	NC_047799.1	34871	40868	40163	86.06829485011909
CPB0231	KY389316.1	34871	40868	40163	86.06829485011909
CPB0231	NC_047799.1	34871	40868	40163	86.06829485011909
CPB0187	GQ413937.1	34971	40145	41119	86.06763142350856
CPB0187	NC_013647.1	34971	40145	41119	86.06763142350856
CPB0230	OK138556.1	34949	40899	40314	86.0675015083792
CPB0505	MT939252.1	37668	42849	44687	86.06287698775361
CPB0206	MZ571831.1	42192	48419	49631	86.06221315655279
CPB0281	MZ571831.1	42192	48419	49631	86.06221315655279
CPB0283	MZ571831.1	42192	48419	49631	86.06221315655279
CPB0284	MZ571831.1	42192	48419	49631	86.06221315655279
CPB0259	MH172263.1	34943	40665	40540	86.06120312788622
CPB0259	NC_047970.1	34943	40665	40540	86.06120312788622
CPB0651	KY652724.1	34942	39869	41335	86.05980000985173
CPB0651	NC_047782.1	34942	39869	41335	86.05980000985173
CPB0244	MW042803.1	34899	40590	40518	86.05562953099572
CPB0455	MZ634341.1	137127	161166	157530	86.05504932600347
CPB0907	LN866626.1	35204	40764	41054	86.05441345425213
CPB0907	NC_028977.1	35204	40764	41054	86.05441345425213
CPB0914	LN866626.1	35204	40764	41054	86.05441345425213
CPB0914	NC_028977.1	35204	40764	41054	86.05441345425213
CPB0260	MT813141.1	33996	38789	40222	86.0538406044728
CPB0261	MT813141.1	33996	38789	40222	86.0538406044728
CPB0165	OM194189.1	35200	41424	40386	86.05304974941939
CPB0178	MZ634346.1	42904	49267	50457	86.04548554009065
CPB0268	MZ634346.1	42904	49267	50457	86.04548554009065
CPB0888	OM194188.1	35016	40692	40699	86.04391148898527
CPB0651	MW042804.1	34248	39869	39738	86.04268468853242
CPB0206	MN013075.1	44249	48419	54438	86.0398417220024
CPB0206	NC_049835.1	44249	48419	54438	86.0398417220024
CPB0283	MN013075.1	44249	48419	54438	86.0398417220024
CPB0283	NC_049835.1	44249	48419	54438	86.0398417220024
CPB0230	OM194188.1	35103	40899	40699	86.03887350180152
CPB0274	OM194188.1	35103	40899	40699	86.03887350180152
CPB0209	OL865411.1	41614	47262	49473	86.0371116969039
CPB0249	MW042795.1	34714	40266	40431	86.03541643431602
CPB0249	MW042803.1	34751	40266	40518	86.0343632402456
CPB0249	MW042807.1	34566	40266	40090	86.03215690178705
CPB0204	KP708986.1	37574	43756	43595	86.02992524413
CPB0204	NC_028870.1	37574	43756	43595	86.02992524413
CPB0918	MN149903.1	35011	40301	41092	86.02951113732139
CPB0259	MW042804.1	34585	40665	39738	86.02912826635823
CPB0918	KX712071.1	35093	40301	41283	86.02912335752109
CPB0918	NC_047773.1	35093	40301	41283	86.02912335752109
CPB0293	KP708986.1	37574	43757	43595	86.0289403791556
CPB0293	NC_028870.1	37574	43757	43595	86.0289403791556
CPB0194	MW042810.1	34969	40868	40428	86.0288329069081
CPB0194	MW042809.1	34968	40868	40427	86.02743096131374
CPB0512	MN013083.1	44203	50991	51780	86.02232147201059
CPB0512	NC_049837.1	44203	50991	51780	86.02232147201059
CPB0877	MK618658.1	34750	40195	40599	86.02123920093076
CPB0877	NC_048175.1	34750	40195	40599	86.02123920093076
CPB0918	MT425185.1	35319	40301	41816	86.0211649232193
CPB0249	MT966872.1	34241	40266	39345	86.02077602341384
CPB0233	MN101227.1	33847	40196	38503	86.01634074130548
CPB0284	MN013075.1	44236	48419	54438	86.01456390911653
CPB0284	NC_049835.1	44236	48419	54438	86.01456390911653
CPB0462	KY389315.1	35302	40972	41116	86.01013546437969
CPB0462	NC_047798.1	35302	40972	41116	86.01013546437969
CPB0479	KY389315.1	35302	40972	41116	86.01013546437969
CPB0479	NC_047798.1	35302	40972	41116	86.01013546437969
CPB0462	OK138556.1	34954	40972	40314	86.00250965725955
CPB0479	OK138556.1	34954	40972	40314	86.00250965725955
CPB0244	MW042792.1	34944	40590	40675	86.00012305420537
CPB0176	MN379832.1	41833	49443	47844	85.9991571330188
CPB0176	NC_049838.1	41833	49443	47844	85.9991571330188
CPB0659	MG972768.1	37882	42964	45135	85.99870600120319
CPB0659	NC_047944.1	37882	42964	45135	85.99870600120319
CPB0281	MN013075.1	44226	48419	54438	85.99511943766589
CPB0281	NC_049835.1	44226	48419	54438	85.99511943766589
CPB0509	KY652723.1	34590	39842	40605	85.99450569940458
CPB0509	NC_047780.1	34590	39842	40605	85.99450569940458
CPB0482	KY652723.1	34590	39843	40605	85.99343675417661
CPB0482	NC_047780.1	34590	39843	40605	85.99343675417661
CPB0483	KY652723.1	34590	39843	40605	85.99343675417661
CPB0483	NC_047780.1	34590	39843	40605	85.99343675417661
CPB0199	MN013076.1	44780	51286	52866	85.989707350795
CPB0199	MW021765.1	44780	51286	52866	85.989707350795
CPB0199	NC_049834.1	44780	51286	52866	85.989707350795
CPB0828	MN013079.1	43246	49100	51487	85.98725481424042
CPB0828	NC_049836.1	43246	49100	51487	85.98725481424042
CPB0204	MN116494.1	37673	43756	43872	85.98393207650523
CPB0662	MG428991.1	136282	157364	159631	85.98369059448888
CPB0662	NC_047900.1	136282	157364	159631	85.98369059448888
CPB0244	MT542697.1	35024	40590	40877	85.98328157413431
CPB0249	MH172262.1	35006	40266	41161	85.98130841121495
CPB0249	NC_047969.1	35006	40266	41161	85.98130841121495
CPB0260	MK795385.1	34191	38789	40746	85.97724272332935
CPB0261	MK795385.1	34191	38789	40746	85.97724272332935
CPB0671	MG770379.1	135135	157552	156801	85.97659319300277
CPB0671	NC_047932.1	135135	157552	156801	85.97659319300277
CPB0199	MW672037.1	43558	51286	50040	85.97595878649112
CPB0259	MK903728.1	35286	40665	41420	85.97429493817384
CPB0299	MN106244.1	49150	56535	57805	85.97166345985657
CPB0299	NC_048805.1	49150	56535	57805	85.97166345985657
CPB0259	MN101227.1	34031	40665	38503	85.97160468876314
CPB0506	KY652723.1	34950	40701	40605	85.97151501734189
CPB0506	NC_047780.1	34950	40701	40605	85.97151501734189
CPB0207	MN013076.1	44381	50380	52866	85.97136935087075
CPB0207	MW021765.1	44381	50380	52866	85.97136935087075
CPB0207	NC_049834.1	44381	50380	52866	85.97136935087075
CPB0664	OL362279.1	36941	43412	42528	85.96928089364673
CPB0229	KY389315.1	35046	40416	41116	85.96869940636806
CPB0229	NC_047798.1	35046	40416	41116	85.96869940636806
CPB0176	MZ428225.1	42608	49443	49684	85.96648743531026
CPB0178	MH688453.1	42606	49267	49861	85.96158502138648
CPB0178	NC_048126.1	42606	49267	49861	85.96158502138648
CPB0268	MH688453.1	42606	49267	49861	85.96158502138648
CPB0268	NC_048126.1	42606	49267	49861	85.96158502138648
CPB0651	MW042807.1	34367	39869	40090	85.96155529708976
CPB0828	MN013078.1	43264	49100	51562	85.95895173948462
CPB0178	OL674249.1	42523	49267	49674	85.9562769731456
CPB0268	OL674249.1	42523	49267	49674	85.9562769731456
CPB0249	MW042789.1	34716	40266	40511	85.9551605036087
CPB0507	MH172263.1	34960	40805	40540	85.95488352080645
CPB0507	NC_047970.1	34960	40805	40540	85.95488352080645
CPB0249	MW042796.1	34715	40266	40510	85.95374863820938
CPB0249	MW042798.1	34715	40266	40510	85.95374863820938
CPB0907	MN176574.1	34864	40764	40361	85.9513097072419
CPB0914	MN176574.1	34864	40764	40361	85.9513097072419
CPB0164	GQ413937.1	34650	39509	41119	85.95029022175919
CPB0164	NC_013647.1	34650	39509	41119	85.95029022175919
CPB0259	MT966873.1	34907	40665	40562	85.94925332709566
CPB0500	MH172263.1	34956	40803	40540	85.94716201762905
CPB0500	NC_047970.1	34956	40803	40540	85.94716201762905
CPB0280	MZ221764.1	43230	51438	49159	85.94689702476217
CPB0506	MW042804.1	34567	40701	39738	85.94587202725046
CPB0482	KY389315.1	34790	39843	41116	85.94473745970183
CPB0482	NC_047798.1	34790	39843	41116	85.94473745970183
CPB0509	KY389315.1	34789	39842	41116	85.94332863954149
CPB0509	NC_047798.1	34789	39842	41116	85.94332863954149
CPB0462	MW042795.1	34980	40972	40431	85.9427785216761
CPB0463	MW042795.1	34980	40972	40431	85.9427785216761
CPB0464	MW042795.1	34980	40972	40431	85.9427785216761
CPB0472	MW042795.1	34980	40972	40431	85.9427785216761
CPB0479	MW042795.1	34980	40972	40431	85.9427785216761
CPB0165	MN176574.1	35144	41424	40361	85.94240997737973
CPB0483	KY389315.1	34789	39843	41116	85.94226707345693
CPB0483	NC_047798.1	34789	39843	41116	85.94226707345693
CPB0280	OL865411.1	43359	51438	49473	85.9351309569819
CPB0651	MW042803.1	34539	39869	40518	85.93180489382611
CPB0462	MH587638.1	34749	40972	39906	85.9294245653948
CPB0462	NC_048014.1	34749	40972	39906	85.9294245653948
CPB0464	MH587638.1	34749	40972	39906	85.9294245653948
CPB0464	NC_048014.1	34749	40972	39906	85.9294245653948
CPB0479	MH587638.1	34749	40972	39906	85.9294245653948
CPB0479	NC_048014.1	34749	40972	39906	85.9294245653948
CPB0671	MG428991.1	136276	157552	159631	85.92894322835714
CPB0671	NC_047900.1	136276	157552	159631	85.92894322835714
CPB0204	MT682065.1	37492	43756	43508	85.92775944261093
CPB0274	MH587638.1	34716	40899	39906	85.92537590495638
CPB0274	NC_048014.1	34716	40899	39906	85.92537590495638
CPB0209	KX237515.1	42257	47262	51099	85.92226593873588
CPB0209	NC_047784.1	42257	47262	51099	85.92226593873588
CPB0666	MG428990.1	136669	160843	157281	85.92184179753806
CPB0666	NC_047901.1	136669	160843	157281	85.92184179753806
CPB0653	MG428990.1	136668	160843	157281	85.92121311186833
CPB0653	NC_047901.1	136668	160843	157281	85.92121311186833
CPB0877	MH172264.1	34597	40195	40337	85.92112452192917
CPB0877	NC_047971.1	34597	40195	40337	85.92112452192917
CPB0187	KX712070.1	34600	40145	40395	85.92003973181028
CPB0187	NC_047772.1	34600	40145	40395	85.92003973181028
CPB0207	KR269719.1	43523	50380	50934	85.91704996347987
CPB0207	NC_031053.1	43523	50380	50934	85.91704996347987
CPB0652	MG428990.1	136658	160843	157281	85.91492625517094
CPB0652	NC_047901.1	136658	160843	157281	85.91492625517094
CPB0888	KT367885.1	34712	40692	40114	85.91441229611662
CPB0888	MN585130.1	34712	40692	40114	85.91441229611662
CPB0888	NC_028688.1	34712	40692	40114	85.91441229611662
CPB0517	MN013080.1	43241	49954	50713	85.90898705633425
CPB0517	MW021762.1	43241	49954	50713	85.90898705633425
CPB0517	NC_049833.1	43241	49954	50713	85.90898705633425
CPB0280	KY575286.1	43214	51438	49170	85.90569338422391
CPB0230	OL409034.1	35154	40899	40946	85.90384262936037
CPB0274	OL409034.1	35154	40899	40946	85.90384262936037
CPB0233	MK134560.1	34676	40196	40539	85.90078652381249
CPB0233	NC_048114.1	34676	40196	40539	85.90078652381249
CPB0246	KX211991.1	36942	43818	42201	85.89265162347853
CPB0246	NC_031025.1	36942	43818	42201	85.89265162347853
CPB0250	MG428991.1	136438	158067	159631	85.891632934422
CPB0250	NC_047900.1	136438	158067	159631	85.891632934422
CPB0506	MW042800.1	34691	40701	40079	85.89007179995049
CPB0293	MK135468.1	37508	43757	43584	85.88864336336887
CPB0472	MH587638.1	34732	40972	39906	85.887385939316
CPB0472	NC_048014.1	34732	40972	39906	85.887385939316
CPB0192	MK795385.1	34319	39172	40746	85.88553267098776
CPB0194	KY652723.1	34986	40868	40605	85.88366698169946
CPB0194	NC_047780.1	34986	40868	40605	85.88366698169946
CPB0244	GQ413937.1	35086	40590	41119	85.88038037425498
CPB0244	NC_013647.1	35086	40590	41119	85.88038037425498
CPB0918	MH172264.1	34626	40301	40337	85.88010615342642
CPB0918	NC_047971.1	34626	40301	40337	85.88010615342642
CPB0195	MH587638.1	34684	40868	39906	85.87911951865699
CPB0195	NC_048014.1	34684	40868	39906	85.87911951865699
CPB0231	MH587638.1	34684	40868	39906	85.87911951865699
CPB0231	NC_048014.1	34684	40868	39906	85.87911951865699
CPB0510	MT438396.1	123474	144189	143369	85.87763164300767
CPB0877	MK795385.1	34754	40195	40746	85.87489652957092
CPB0206	MZ172460.1	41936	48419	49249	85.87459556866118
CPB0281	MZ172460.1	41936	48419	49249	85.87459556866118
CPB0283	MZ172460.1	41936	48419	49249	85.87459556866118
CPB0284	MZ172460.1	41936	48419	49249	85.87459556866118
CPB0187	MK203841.1	34563	40145	40352	85.87400772699604
CPB0187	NC_048138.1	34563	40145	40352	85.87400772699604
CPB0892	MG428991.1	136835	159064	159631	85.87207204380364
CPB0892	NC_047900.1	136835	159064	159631	85.87207204380364
CPB0256	JF501022.1	42633	49504	49797	85.86620477135175
CPB0256	NC_029099.1	42633	49504	49797	85.86620477135175
CPB0914	KY652723.1	34934	40764	40605	85.86562450073124
CPB0914	NC_047780.1	34934	40764	40605	85.86562450073124
CPB0167	MZ428225.1	42558	49443	49684	85.86560674690044
CPB0229	OL799328.1	34811	40416	40671	85.86086549015255
CPB0907	KY652723.1	34932	40764	40605	85.86070862367731
CPB0907	NC_047780.1	34932	40764	40605	85.86070862367731
CPB0665	OL362279.1	36940	43519	42528	85.86005322672493
CPB0233	KY450753.1	34676	40196	40578	85.85931116448361
CPB0233	NC_047980.1	34676	40196	40578	85.85931116448361
CPB0463	MW042787.1	35134	40972	40872	85.85601876741117
CPB0463	MW042788.1	35134	40972	40872	85.85601876741117
CPB0464	MW042787.1	35134	40972	40872	85.85601876741117
CPB0464	MW042788.1	35134	40972	40872	85.85601876741117
CPB0472	MW042787.1	35134	40972	40872	85.85601876741117
CPB0472	MW042788.1	35134	40972	40872	85.85601876741117
CPB0192	GQ413937.1	34466	39172	41119	85.85271076459378
CPB0192	NC_013647.1	34466	39172	41119	85.85271076459378
CPB0212	MH633487.1	42307	49167	49391	85.85198563282535
CPB0212	NC_048044.1	42307	49167	49391	85.85198563282535
CPB0252	MH633487.1	42307	49167	49391	85.85198563282535
CPB0252	NC_048044.1	42307	49167	49391	85.85198563282535
CPB0463	MH587638.1	34717	40972	39906	85.85029303395237
CPB0463	NC_048014.1	34717	40972	39906	85.85029303395237
CPB0230	MH587638.1	34685	40899	39906	85.84864797970423
CPB0230	NC_048014.1	34685	40899	39906	85.84864797970423
CPB0871	MW042800.1	34951	41350	40079	85.84410959240564
CPB0233	MW042787.1	34795	40196	40872	85.84151576454335
CPB0207	MN013079.1	43722	50380	51487	85.84134214220504
CPB0207	NC_049836.1	43722	50380	51487	85.84134214220504
CPB0509	LN866626.1	34721	39842	41054	85.84107990506328
CPB0509	NC_028977.1	34721	39842	41054	85.84107990506328
CPB0233	MW042788.1	34794	40196	40872	85.83904869985692
CPB0479	MW042787.1	35127	40972	40872	85.83891305410293
CPB0479	MW042788.1	35127	40972	40872	85.83891305410293
CPB0482	LN866626.1	34720	39843	41054	85.83754650975932
CPB0482	NC_028977.1	34720	39843	41054	85.83754650975932
CPB0483	LN866626.1	34720	39843	41054	85.83754650975932
CPB0483	NC_028977.1	34720	39843	41054	85.83754650975932
CPB0871	KT367885.1	34963	41350	40114	85.8366885986448
CPB0871	MN585130.1	34963	41350	40114	85.8366885986448
CPB0871	NC_028688.1	34963	41350	40114	85.8366885986448
CPB0178	MZ428228.1	42096	49267	48826	85.82875434536614
CPB0268	MZ428228.1	42096	49267	48826	85.82875434536614
CPB0670	MG770379.1	134814	157355	156801	85.82615006557252
CPB0670	NC_047932.1	134814	157355	156801	85.82615006557252
CPB0206	OM938992.1	41785	48419	48957	85.82196845218535
CPB0281	OM938992.1	41785	48419	48957	85.82196845218535
CPB0283	OM938992.1	41785	48419	48957	85.82196845218535
CPB0284	OM938992.1	41785	48419	48957	85.82196845218535
CPB0187	MT813141.1	34485	40145	40222	85.81880622643622
CPB0651	KY450753.1	34519	39869	40578	85.81799196986836
CPB0651	NC_047980.1	34519	39869	40578	85.81799196986836
CPB0659	KT964103.1	37399	42964	44203	85.80999690249752
CPB0659	NC_028670.1	37399	42964	44203	85.80999690249752
CPB0651	MW042789.1	34487	39869	40511	85.80990296093556
CPB0893	MG428991.1	136729	159064	159631	85.80555076170006
CPB0893	NC_047900.1	136729	159064	159631	85.80555076170006
CPB0907	MW042787.1	35024	40764	40872	85.80528198343868
CPB0907	MW042788.1	35024	40764	40872	85.80528198343868
CPB0914	MW042787.1	35024	40764	40872	85.80528198343868
CPB0914	MW042788.1	35024	40764	40872	85.80528198343868
CPB0509	MZ571832.1	34401	39842	40344	85.80300800638516
CPB0482	MZ571832.1	34401	39843	40344	85.80193796999514
CPB0483	MZ571832.1	34401	39843	40344	85.80193796999514
CPB0462	KX712071.1	35287	40972	41283	85.79903957206248
CPB0462	NC_047773.1	35287	40972	41283	85.79903957206248
CPB0463	KX712071.1	35287	40972	41283	85.79903957206248
CPB0463	NC_047773.1	35287	40972	41283	85.79903957206248
CPB0464	KX712071.1	35287	40972	41283	85.79903957206248
CPB0464	NC_047773.1	35287	40972	41283	85.79903957206248
CPB0479	KX712071.1	35287	40972	41283	85.79903957206248
CPB0479	NC_047773.1	35287	40972	41283	85.79903957206248
CPB0259	MN176574.1	34759	40665	40361	85.79715153160714
CPB0155	MF285615.1	34934	41387	40048	85.79603364646651
CPB0155	NC_047842.1	34934	41387	40048	85.79603364646651
CPB0199	MF415412.1	43059	51286	49090	85.79540926117797
CPB0199	NC_047841.1	43059	51286	49090	85.79540926117797
CPB0280	MK521904.1	43678	51438	50381	85.79538200139463
CPB0280	NC_049840.1	43678	51438	50381	85.79538200139463
CPB0918	KR149291.1	35174	40301	41698	85.79129013768461
CPB0918	NC_028800.1	35174	40301	41698	85.79129013768461
CPB0194	MW042787.1	35062	40868	40872	85.78908735013458
CPB0888	OM194189.1	34778	40692	40386	85.78899331507931
CPB0204	MZ602146.1	37073	43756	42674	85.78734235797756
CPB0195	MW042787.1	35061	40868	40872	85.78664056765354
CPB0231	MW042787.1	35061	40868	40872	85.78664056765354
CPB0888	MW042800.1	34645	40692	40079	85.78573993141103
CPB0223	MF285615.1	34929	41387	40048	85.78375391416468
CPB0223	NC_047842.1	34929	41387	40048	85.78375391416468
CPB0244	MK795385.1	34885	40590	40746	85.77997442706796
CPB0661	AB797215.1	136443	158135	159991	85.77921955451615
CPB0661	NC_022343.1	136443	158135	159991	85.77921955451615
CPB0155	OM194189.1	35071	41387	40386	85.77647878884228
CPB0249	MW042809.1	34607	40266	40427	85.77447857930676
CPB0167	MN379832.1	41723	49443	47844	85.77302208928222
