COG	func	name	level_1	level_2
COG0363	G	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	METABOLISM	Carbohydrate transport and metabolism 
COG1015	G	Phosphopentomutase	METABOLISM	Carbohydrate transport and metabolism 
COG2721	G	Altronate dehydratase	METABOLISM	Carbohydrate transport and metabolism 
COG1449	G	Alpha-amylase/alpha-mannosidase, GH57 family	METABOLISM	Carbohydrate transport and metabolism 
COG3684	G	Tagatose-1,6-bisphosphate aldolase	METABOLISM	Carbohydrate transport and metabolism 
COG4573	G	Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ	METABOLISM	Carbohydrate transport and metabolism 
COG1472	G	Periplasmic beta-glucosidase and related glycosidases	METABOLISM	Carbohydrate transport and metabolism 
COG5542	G	Mannosyltransferase related to Gpi18	METABOLISM	Carbohydrate transport and metabolism 
COG3635	G	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type	METABOLISM	Carbohydrate transport and metabolism 
COG5434	G	Polygalacturonase	METABOLISM	Carbohydrate transport and metabolism 
COG3936	G	Membrane-bound acyltransferase YfiQ, involved in biofilm formation	METABOLISM	Carbohydrate transport and metabolism 
COG1312	G	D-mannonate dehydratase	METABOLISM	Carbohydrate transport and metabolism 
COG4806	G	L-rhamnose isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG3822	G	D-lyxose ketol-isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG3954	G	Phosphoribulokinase	METABOLISM	Carbohydrate transport and metabolism 
COG4130	G	Predicted sugar epimerase, xylose isomerase-like family	METABOLISM	Carbohydrate transport and metabolism 
COG3534	G	Alpha-L-arabinofuranosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3734	G	2-keto-3-deoxy-galactonokinase	METABOLISM	Carbohydrate transport and metabolism 
COG1447	G	Phosphotransferase system cellobiose-specific component IIA	METABOLISM	Carbohydrate transport and metabolism 
COG1593	G	TRAP-type C4-dicarboxylate transport system, large permease component	METABOLISM	Carbohydrate transport and metabolism 
COG3836	G	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	METABOLISM	Carbohydrate transport and metabolism 
COG4193	G	Beta- N-acetylglucosaminidase	METABOLISM	Carbohydrate transport and metabolism 
COG1082	G	Sugar phosphate isomerase/epimerase	METABOLISM	Carbohydrate transport and metabolism 
COG1440	G	Phosphotransferase system cellobiose-specific component IIB	METABOLISM	Carbohydrate transport and metabolism 
COG3001	G	Fructosamine-3-kinase	METABOLISM	Carbohydrate transport and metabolism 
COG3250	G	Beta-galactosidase/beta-glucuronidase	METABOLISM	Carbohydrate transport and metabolism 
COG2273	G	Beta-glucanase, GH16 family	METABOLISM	Carbohydrate transport and metabolism 
COG1621	G	Sucrose-6-phosphate hydrolase SacC, GH32 family	METABOLISM	Carbohydrate transport and metabolism 
COG3959	G	Transketolase, N-terminal subunit	METABOLISM	Carbohydrate transport and metabolism 
COG0837	G	Glucokinase	METABOLISM	Carbohydrate transport and metabolism 
COG3281	G	Predicted trehalose synthase	METABOLISM	Carbohydrate transport and metabolism 
COG1543	G	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains	METABOLISM	Carbohydrate transport and metabolism 
COG0469	G	Pyruvate kinase	METABOLISM	Carbohydrate transport and metabolism 
COG2160	G	L-arabinose isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG2152	G	Predicted glycosyl hydrolase, GH43/DUF377 family	METABOLISM	Carbohydrate transport and metabolism 
COG1455	G	Phosphotransferase system cellobiose-specific component IIC	METABOLISM	Carbohydrate transport and metabolism 
COG3709	G	Ribose 1,5-bisphosphokinase PhnN	METABOLISM	Carbohydrate transport and metabolism 
COG4124	G	Beta-mannanase	METABOLISM	Carbohydrate transport and metabolism 
COG5297	G	Cellulase/cellobiase CelA1	METABOLISM	Carbohydrate transport and metabolism 
COG0058	G	Glucan phosphorylase	METABOLISM	Carbohydrate transport and metabolism 
COG1263	G	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	METABOLISM	Carbohydrate transport and metabolism 
COG0176	G	Transaldolase	METABOLISM	Carbohydrate transport and metabolism 
COG3537	G	Putative alpha-1,2-mannosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3387	G	Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family	METABOLISM	Carbohydrate transport and metabolism 
COG0588	G	Phosphoglycerate mutase (BPG-dependent)	METABOLISM	Carbohydrate transport and metabolism 
COG0383	G	Alpha-mannosidase	METABOLISM	Carbohydrate transport and metabolism 
COG5017	G	UDP-N-acetylglucosamine transferase subunit ALG13	METABOLISM	Carbohydrate transport and metabolism 
COG0366	G	Glycosidase	METABOLISM	Carbohydrate transport and metabolism 
COG0297	G	Glycogen synthase	METABOLISM	Carbohydrate transport and metabolism 
COG3429	G	Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain	METABOLISM	Carbohydrate transport and metabolism 
COG4211	G	ABC-type glucose/galactose transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG4209	G	ABC-type polysaccharide transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG3037	G	Ascorbate-specific PTS system EIIC-type component UlaA	METABOLISM	Carbohydrate transport and metabolism 
COG3325	G	Chitinase, GH18 family	METABOLISM	Carbohydrate transport and metabolism 
COG3408	G	Glycogen debranching enzyme (alpha-1,6-glucosidase)	METABOLISM	Carbohydrate transport and metabolism 
COG2971	G	BadF-type ATPase, related to human N-acetylglucosamine kinase	METABOLISM	Carbohydrate transport and metabolism 
COG4451	G	Ribulose bisphosphate carboxylase small subunit	METABOLISM	Carbohydrate transport and metabolism 
COG4468	G	Galactose-1-phosphate uridylyltransferase	METABOLISM	Carbohydrate transport and metabolism 
COG0191	G	Fructose/tagatose bisphosphate aldolase	METABOLISM	Carbohydrate transport and metabolism 
COG3280	G	Maltooligosyltrehalose synthase	METABOLISM	Carbohydrate transport and metabolism 
COG2213	G	Phosphotransferase system, mannitol-specific IIBC component	METABOLISM	Carbohydrate transport and metabolism 
COG1085	G	Galactose-1-phosphate uridylyltransferase	METABOLISM	Carbohydrate transport and metabolism 
COG1904	G	Glucuronate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG2190	G	Phosphotransferase system IIA component	METABOLISM	Carbohydrate transport and metabolism 
COG2723	G	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3459	G	Cellobiose phosphorylase	METABOLISM	Carbohydrate transport and metabolism 
COG0362	G	6-phosphogluconate dehydrogenase	METABOLISM	Carbohydrate transport and metabolism 
COG0406	G	Broad specificity phosphatase PhoE	METABOLISM	Carbohydrate transport and metabolism 
COG1070	G	Sugar (pentulose or hexulose) kinase	METABOLISM	Carbohydrate transport and metabolism 
COG4154	G	L-fucose mutarotase/ribose pyranase, RbsD/FucU family	METABOLISM	Carbohydrate transport and metabolism 
COG0574	G	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	METABOLISM	Carbohydrate transport and metabolism 
COG2513	G	2-Methylisocitrate lyase and related enzymes, PEP mutase family	METABOLISM	Carbohydrate transport and metabolism 
COG1299	G	Phosphotransferase system, fructose-specific IIC component	METABOLISM	Carbohydrate transport and metabolism 
COG3386	G	Sugar lactone lactonase YvrE	METABOLISM	Carbohydrate transport and metabolism 
COG4668	G	Mannitol/fructose-specific phosphotransferase system, IIA domain	METABOLISM	Carbohydrate transport and metabolism 
COG0296	G	1,4-alpha-glucan branching enzyme	METABOLISM	Carbohydrate transport and metabolism 
COG1877	G	Trehalose-6-phosphatase	METABOLISM	Carbohydrate transport and metabolism 
COG2079	G	2-methylcitrate dehydratase PrpD	METABOLISM	Carbohydrate transport and metabolism 
COG3979	G	Chitodextrinase	METABOLISM	Carbohydrate transport and metabolism 
COG3345	G	Alpha-galactosidase	METABOLISM	Carbohydrate transport and metabolism 
COG4284	G	UDP-N-acetylglucosamine pyrophosphorylase	METABOLISM	Carbohydrate transport and metabolism 
COG1879	G	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	METABOLISM	Carbohydrate transport and metabolism 
COG4214	G	ABC-type xylose transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG3958	G	Transketolase, C-terminal subunit	METABOLISM	Carbohydrate transport and metabolism 
COG5309	G	Exo-beta-1,3-glucanase,  GH17 family	METABOLISM	Carbohydrate transport and metabolism 
COG2379	G	Glycerate-2-kinase	METABOLISM	Carbohydrate transport and metabolism 
COG3962	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism	METABOLISM	Carbohydrate transport and metabolism 
COG2211	G	Na+/melibiose symporter or related transporter	METABOLISM	Carbohydrate transport and metabolism 
COG1638	G	TRAP-type C4-dicarboxylate transport system, periplasmic component	METABOLISM	Carbohydrate transport and metabolism 
COG2704	G	Anaerobic C4-dicarboxylate transporter	METABOLISM	Carbohydrate transport and metabolism 
COG0269	G	3-keto-L-gulonate-6-phosphate decarboxylase	METABOLISM	Carbohydrate transport and metabolism 
COG1482	G	Mannose-6-phosphate isomerase, class I	METABOLISM	Carbohydrate transport and metabolism 
COG4813	G	Trehalose utilization protein	METABOLISM	Carbohydrate transport and metabolism 
COG2706	G	6-phosphogluconolactonase, cycloisomerase 2 family	METABOLISM	Carbohydrate transport and metabolism 
COG1486	G	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	METABOLISM	Carbohydrate transport and metabolism 
COG2074	G	2-phosphoglycerate kinase	METABOLISM	Carbohydrate transport and metabolism 
COG0696	G	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)	METABOLISM	Carbohydrate transport and metabolism 
COG0153	G	Galactokinase	METABOLISM	Carbohydrate transport and metabolism 
COG0126	G	3-phosphoglycerate kinase	METABOLISM	Carbohydrate transport and metabolism 
COG0166	G	Glucose-6-phosphate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG3664	G	Beta-xylosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3622	G	Hydroxypyruvate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG3669	G	Alpha-L-fucosidase	METABOLISM	Carbohydrate transport and metabolism 
COG5498	G	Endoglucanase Acf2	METABOLISM	Carbohydrate transport and metabolism 
COG3833	G	ABC-type maltose transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG4993	G	Glucose dehydrogenase	METABOLISM	Carbohydrate transport and metabolism 
COG4632	G	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...	METABOLISM	Carbohydrate transport and metabolism 
COG1494	G	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	METABOLISM	Carbohydrate transport and metabolism 
COG3405	G	Endo-1,4-beta-D-glucanase Y	METABOLISM	Carbohydrate transport and metabolism 
COG2376	G	Dihydroxyacetone kinase	METABOLISM	Carbohydrate transport and metabolism 
COG0448	G	ADP-glucose pyrophosphorylase	METABOLISM	Carbohydrate transport and metabolism 
COG3867	G	Arabinogalactan endo-1,4-beta-galactosidase	METABOLISM	Carbohydrate transport and metabolism 
COG2140	G	Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily	METABOLISM	Carbohydrate transport and metabolism 
COG3507	G	Beta-xylosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3010	G	Putative N-acetylmannosamine-6-phosphate epimerase	METABOLISM	Carbohydrate transport and metabolism 
COG3892	G	Myo-inositol catabolism protein IolC	METABOLISM	Carbohydrate transport and metabolism 
COG1175	G	ABC-type sugar transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG2120	G	N-acetylglucosaminyl deacetylase, LmbE family	METABOLISM	Carbohydrate transport and metabolism 
COG3594	G	Fucose 4-O-acetylase or related acetyltransferase	METABOLISM	Carbohydrate transport and metabolism 
COG2942	G	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	METABOLISM	Carbohydrate transport and metabolism 
COG1264	G	Phosphotransferase system IIB components	METABOLISM	Carbohydrate transport and metabolism 
COG1069	G	Ribulose kinase	METABOLISM	Carbohydrate transport and metabolism 
COG2220	G	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	METABOLISM	Carbohydrate transport and metabolism 
COG2017	G	Galactose mutarotase or related enzyme	METABOLISM	Carbohydrate transport and metabolism 
COG3717	G	5-keto 4-deoxyuronate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG2731	G	Beta-galactosidase, beta subunit	METABOLISM	Carbohydrate transport and metabolism 
COG3957	G	Phosphoketolase	METABOLISM	Carbohydrate transport and metabolism 
COG1640	G	4-alpha-glucanotransferase	METABOLISM	Carbohydrate transport and metabolism 
COG3855	G	Fructose-1,6-bisphosphatase	METABOLISM	Carbohydrate transport and metabolism 
COG5521	G	Maltodextrin utilization protein YvdJ (function unknown)	METABOLISM	Carbohydrate transport and metabolism 
COG5263	G	Glucan-binding domain (YG repeat)	METABOLISM	Carbohydrate transport and metabolism 
COG1064	G	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	METABOLISM	Carbohydrate transport and metabolism 
COG2342	G	Endo alpha-1,4 polygalactosaminidase, GH114 family (was erroneously annotated as Cys-tRNA synthetase)	METABOLISM	Carbohydrate transport and metabolism 
COG5026	G	Hexokinase	METABOLISM	Carbohydrate transport and metabolism 
COG0246	G	Mannitol-1-phosphate/altronate dehydrogenases	METABOLISM	Carbohydrate transport and metabolism 
COG4724	G	Endo-beta-N-acetylglucosaminidase D	METABOLISM	Carbohydrate transport and metabolism 
COG0698	G	Ribose 5-phosphate isomerase RpiB	METABOLISM	Carbohydrate transport and metabolism 
COG2814	G	Predicted arabinose efflux permease, MFS family	METABOLISM	Carbohydrate transport and metabolism 
COG0148	G	Enolase	METABOLISM	Carbohydrate transport and metabolism 
COG3715	G	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC	METABOLISM	Carbohydrate transport and metabolism 
COG1653	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	METABOLISM	Carbohydrate transport and metabolism 
COG0158	G	Fructose-1,6-bisphosphatase	METABOLISM	Carbohydrate transport and metabolism 
COG0279	G	Phosphoheptose isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG0036	G	Pentose-5-phosphate-3-epimerase	METABOLISM	Carbohydrate transport and metabolism 
COG2271	G	Sugar phosphate permease	METABOLISM	Carbohydrate transport and metabolism 
COG3934	G	Endo-1,4-beta-mannosidase	METABOLISM	Carbohydrate transport and metabolism 
COG3469	G	Chitinase	METABOLISM	Carbohydrate transport and metabolism 
COG3444	G	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	METABOLISM	Carbohydrate transport and metabolism 
COG1080	G	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	METABOLISM	Carbohydrate transport and metabolism 
COG0149	G	Triosephosphate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG0800	G	2-keto-3-deoxy-6-phosphogluconate aldolase	METABOLISM	Carbohydrate transport and metabolism 
COG4833	G	Predicted alpha-1,6-mannanase, GH76 family	METABOLISM	Carbohydrate transport and metabolism 
COG1445	G	Phosphotransferase system fructose-specific component IIB	METABOLISM	Carbohydrate transport and metabolism 
COG1501	G	Alpha-glucosidase, glycosyl hydrolase family GH31	METABOLISM	Carbohydrate transport and metabolism 
COG0580	G	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)	METABOLISM	Carbohydrate transport and metabolism 
COG3940	G	Beta-xylosidase, GH43 family	METABOLISM	Carbohydrate transport and metabolism 
COG1216	G	Glycosyltransferase, GT2 family	METABOLISM	Carbohydrate transport and metabolism 
COG0579	G	L-2-hydroxyglutarate oxidase LhgO	METABOLISM	Carbohydrate transport and metabolism 
COG2133	G	Glucose/arabinose dehydrogenase, beta-propeller fold	METABOLISM	Carbohydrate transport and metabolism 
COG0676	G	D-hexose-6-phosphate mutarotase	METABOLISM	Carbohydrate transport and metabolism 
COG1803	G	Methylglyoxal synthase	METABOLISM	Carbohydrate transport and metabolism 
COG3588	G	Fructose-bisphosphate aldolase class 1	METABOLISM	Carbohydrate transport and metabolism 
COG1850	G	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein	METABOLISM	Carbohydrate transport and metabolism 
COG3775	G	Phosphotransferase system, galactitol-specific IIC component	METABOLISM	Carbohydrate transport and metabolism 
COG1892	G	Phosphoenolpyruvate carboxylase	METABOLISM	Carbohydrate transport and metabolism 
COG0235	G	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	METABOLISM	Carbohydrate transport and metabolism 
COG1023	G	6-phosphogluconate dehydrogenase (decarboxylating)	METABOLISM	Carbohydrate transport and metabolism 
COG3839	G	ABC-type sugar transport system, ATPase component	METABOLISM	Carbohydrate transport and metabolism 
COG3661	G	Alpha-glucuronidase	METABOLISM	Carbohydrate transport and metabolism 
COG3623	G	L-ribulose-5-phosphate 3-epimerase UlaE	METABOLISM	Carbohydrate transport and metabolism 
COG0021	G	Transketolase	METABOLISM	Carbohydrate transport and metabolism 
COG3414	G	Phosphotransferase system, galactitol-specific IIB component	METABOLISM	Carbohydrate transport and metabolism 
COG0483	G	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family	METABOLISM	Carbohydrate transport and metabolism 
COG0471	G	Di- and tricarboxylate transporter	METABOLISM	Carbohydrate transport and metabolism 
COG1109	G	Phosphomannomutase	METABOLISM	Carbohydrate transport and metabolism 
COG1523	G	Pullulanase/glycogen debranching enzyme	METABOLISM	Carbohydrate transport and metabolism 
COG0738	G	Fucose permease	METABOLISM	Carbohydrate transport and metabolism 
COG3718	G	5-deoxy-D-glucuronate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG0662	G	Mannose-6-phosphate isomerase, cupin superfamily	METABOLISM	Carbohydrate transport and metabolism 
COG1172	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG1874	G	Beta-galactosidase GanA	METABOLISM	Carbohydrate transport and metabolism 
COG2115	G	Xylose isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG2730	G	Aryl-phospho-beta-D-glucosidase BglC, GH1 family	METABOLISM	Carbohydrate transport and metabolism 
COG4225	G	Rhamnogalacturonyl hydrolase YesR	METABOLISM	Carbohydrate transport and metabolism 
COG3866	G	Pectate lyase	METABOLISM	Carbohydrate transport and metabolism 
COG0395	G	ABC-type glycerol-3-phosphate transport system, permease component	METABOLISM	Carbohydrate transport and metabolism 
COG3525	G	N-acetyl-beta-hexosaminidase	METABOLISM	Carbohydrate transport and metabolism 
COG1626	G	Neutral trehalase	METABOLISM	Carbohydrate transport and metabolism 
COG2407	G	L-fucose isomerase or related protein	METABOLISM	Carbohydrate transport and metabolism 
COG4213	G	ABC-type xylose transport system, periplasmic component	METABOLISM	Carbohydrate transport and metabolism 
COG0033	G	Phosphoglucomutase	METABOLISM	Carbohydrate transport and metabolism 
COG0120	G	Ribose 5-phosphate isomerase	METABOLISM	Carbohydrate transport and metabolism 
COG3716	G	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID	METABOLISM	Carbohydrate transport and metabolism 
COG1830	G	Fructose-bisphosphate aldolase class Ia, DhnA family	METABOLISM	Carbohydrate transport and metabolism 
COG3090	G	TRAP-type C4-dicarboxylate transport system, small permease component	METABOLISM	Carbohydrate transport and metabolism 
COG1129	G	ABC-type sugar transport system, ATPase component	METABOLISM	Carbohydrate transport and metabolism 
COG1869	G	D-ribose pyranose/furanose isomerase RbsD	METABOLISM	Carbohydrate transport and metabolism 
COG1819	G	UDP:flavonoid glycosyltransferase YjiC, YdhE family	METABOLISM	Carbohydrate transport and metabolism 
COG2893	G	Phosphotransferase system, mannose/fructose-specific component IIA	METABOLISM	Carbohydrate transport and metabolism 
COG0477	GEPR	MFS family permease	NA	NA
COG0697	GER	Permease of the drug/metabolite transporter (DMT) superfamily	NA	NA
COG3961	GHR	TPP-dependent 2-oxoacid decarboxylase, includes indolepyruvate decarboxylase	NA	NA
COG4677	GI	Pectin methylesterase and related acyl-CoA thioesterases	NA	NA
COG1682	GM	ABC-type polysaccharide/polyol phosphate export permease	NA	NA
COG1134	GM	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	NA	NA
COG4692	GM	Predicted neuraminidase (sialidase)	NA	NA
COG5039	GM	Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase	NA	NA
COG4409	GM	Neuraminidase (sialidase)	NA	NA
COG0726	GM	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	NA	NA
COG0794	GM	D-arabinose 5-phosphate isomerase GutQ	NA	NA
COG2610	GR	H+/gluconate symporter or related permease	NA	NA
COG0637	GR	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	NA	NA
COG1762	GT	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	NA	NA
COG3925	GT	N-terminal domain of the phosphotransferase system fructose-specific component IIB	NA	NA
COG1489	GT	DNA-binding protein, stimulates sugar fermentation	NA	NA
COG4945	GT	Carbohydrate-binding DOMON domain	NA	NA
COG5031	H	Ubiquinone biosynthesis protein Coq4	METABOLISM	Coenzyme transport and metabolism 
COG4062	H	Tetrahydromethanopterin S-methyltransferase, subunit B	METABOLISM	Coenzyme transport and metabolism 
COG0807	H	GTP cyclohydrolase II	METABOLISM	Coenzyme transport and metabolism 
COG0029	H	Aspartate oxidase	METABOLISM	Coenzyme transport and metabolism 
COG0311	H	Glutamine amidotransferase PdxT (pyridoxal biosynthesis)	METABOLISM	Coenzyme transport and metabolism 
COG1488	H	Nicotinic acid phosphoribosyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG2022	H	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit	METABOLISM	Coenzyme transport and metabolism 
COG0422	H	Thiamine biosynthesis protein ThiC	METABOLISM	Coenzyme transport and metabolism 
COG4061	H	Tetrahydromethanopterin S-methyltransferase, subunit C	METABOLISM	Coenzyme transport and metabolism 
COG1165	H	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	METABOLISM	Coenzyme transport and metabolism 
COG0132	H	Dethiobiotin synthetase	METABOLISM	Coenzyme transport and metabolism 
COG2236	H	Hypoxanthine phosphoribosyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG0190	H	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	METABOLISM	Coenzyme transport and metabolism 
COG2109	H	ATP:corrinoid adenosyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG2329	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	METABOLISM	Coenzyme transport and metabolism 
COG2154	H	Pterin-4a-carbinolamine dehydratase	METABOLISM	Coenzyme transport and metabolism 
COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	METABOLISM	Coenzyme transport and metabolism 
COG1539	H	Dihydroneopterin aldolase	METABOLISM	Coenzyme transport and metabolism 
COG2875	H	Precorrin-4 methylase	METABOLISM	Coenzyme transport and metabolism 
COG1232	H	Protoporphyrinogen oxidase	METABOLISM	Coenzyme transport and metabolism 
COG0432	H	Thiamin phosphate synthase YjbQ, UPF0047 family	METABOLISM	Coenzyme transport and metabolism 
COG5590	H	Ubiquinone biosynthesis protein COQ9	METABOLISM	Coenzyme transport and metabolism 
COG0746	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	METABOLISM	Coenzyme transport and metabolism 
COG0407	H	Uroporphyrinogen-III decarboxylase	METABOLISM	Coenzyme transport and metabolism 
COG0476	H	Molybdopterin or thiamine biosynthesis adenylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1270	H	Cobalamin biosynthesis protein CobD/CbiB	METABOLISM	Coenzyme transport and metabolism 
COG1587	H	Uroporphyrinogen-III synthase	METABOLISM	Coenzyme transport and metabolism 
COG1011	H	FMN phosphatase YigB, HAD superfamily	METABOLISM	Coenzyme transport and metabolism 
COG1057	H	Nicotinic acid mononucleotide adenylyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1912	H	S-adenosylmethionine hydrolase (SAM-hydroxide adenosyltransferase)	METABOLISM	Coenzyme transport and metabolism 
COG1010	H	Precorrin-3B methylase	METABOLISM	Coenzyme transport and metabolism 
COG0307	H	Riboflavin synthase alpha chain	METABOLISM	Coenzyme transport and metabolism 
COG2145	H	Hydroxyethylthiazole kinase, sugar kinase family	METABOLISM	Coenzyme transport and metabolism 
COG0321	H	Lipoate-protein ligase B	METABOLISM	Coenzyme transport and metabolism 
COG4057	H	Methyl coenzyme M reductase, gamma subunit	METABOLISM	Coenzyme transport and metabolism 
COG4059	H	Tetrahydromethanopterin S-methyltransferase, subunit E	METABOLISM	Coenzyme transport and metabolism 
COG1648	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	METABOLISM	Coenzyme transport and metabolism 
COG0382	H	4-hydroxybenzoate polyprenyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG2138	H	Sirohydrochlorin ferrochelatase	METABOLISM	Coenzyme transport and metabolism 
COG2096	H	Cob(I)alamin adenosyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG1977	H	Molybdopterin converting factor, small subunit	METABOLISM	Coenzyme transport and metabolism 
COG0315	H	Molybdenum cofactor biosynthesis enzyme	METABOLISM	Coenzyme transport and metabolism 
COG4822	H	Cobalamin biosynthesis protein CbiK, Co2+ chelatase	METABOLISM	Coenzyme transport and metabolism 
COG2038	H	NaMN:DMB phosphoribosyltransferase	METABOLISM	Coenzyme transport and metabolism 
COG0171	H	NH3-dependent NAD+ synthetase	METABOLISM	Coenzyme transport and metabolism 
COG1424	H	Pimeloyl-CoA synthetase	METABOLISM	Coenzyme transport and metabolism 
COG2243	H	Precorrin-2 methylase	METABOLISM	Coenzyme transport and metabolism 
COG0237	H	Dephospho-CoA kinase	METABOLISM	Coenzyme transport and metabolism 
COG4547	H	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib...	METABOLISM	Coenzyme transport and metabolism 
COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	METABOLISM	Coenzyme transport and metabolism 
COG5398	H	Heme oxygenase	METABOLISM	Coenzyme transport and metabolism 
COG0163	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	METABOLISM	Coenzyme transport and metabolism 
COG3840	H	ABC-type thiamine transport system, ATPase component	METABOLISM	Coenzyme transport and metabolism 
COG3252	H	Methenyltetrahydromethanopterin cyclohydrolase	METABOLISM	Coenzyme transport and metabolism 
COG0368	H	Cobalamin synthase	METABOLISM	Coenzyme transport and metabolism 
COG3172	H	Nicotinamide riboside kinase	METABOLISM	Coenzyme transport and metabolism 
COG4218	H	Tetrahydromethanopterin S-methyltransferase, subunit F	METABOLISM	Coenzyme transport and metabolism 
COG0196	H	FAD synthase	METABOLISM	Coenzyme transport and metabolism 
COG1763	H	Molybdopterin-guanine dinucleotide biosynthesis protein	METABOLISM	Coenzyme transport and metabolism 
COG4139	H	ABC-type cobalamin transport system, permease component	METABOLISM	Coenzyme transport and metabolism 
COG0294	H	Dihydropteroate synthase	METABOLISM	Coenzyme transport and metabolism 
COG2241	H	Precorrin-6B methylase 1	METABOLISM	Coenzyme transport and metabolism 
COG1995	H	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	METABOLISM	Coenzyme transport and metabolism 
COG3585	H	Molybdopterin-binding protein	METABOLISM	Coenzyme transport and metabolism 
COG1797	H	Cobyrinic acid a,c-diamide synthase	METABOLISM	Coenzyme transport and metabolism 
